"row_id","section","query_id","query_text","candidate_id","candidate_text","label","why_separate_or_note"
"28","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pqr9z","Extra police, or parking enforcement unit should be on duty during events to maintain legal parking","",""
"29","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","p59nj","Owners of large parking lots should be required to break them up with pockets of green space and trees; perhaps create a walkable green path","",""
"30","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pebvm","Bowling Green should consider a program, like Ft Worth Texas's Clean Slate, in which the homeless can earn money by cleaning up the city.","",""
"31","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","ph8pr","Residential Parking Permits for areas near WKU. We can rescue our yards from parking. We pay property taxes for the students' convenience,","",""
"32","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","p2wk5","There should be more healthy food options near/on campus of WKU.","",""
"33","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pjbzz","Need to build wider access roads into the city!","",""
"34","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pcvs4","Institute a business development grant that encourages WKU grads to stay in Bowling Green by starting local businesses.","",""
"35","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pi9rk","Increase green spaces, especially near mall, to decrease congestion and improve ""green"" status","",""
"36","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pcu64","Traffic congestion on Fairview Ave and Cemetery Rd needs to be improved during evening rush hours.","",""
"37","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","prhru","We already have a lot of parks. And the libraries have become a hangout for the homeless. Do something about that problem first","",""
"38","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pgpc7","Parking in apartment subdivisions should monitored closely by police. Parking on subdivision streets shouldn't be allowed.","",""
"39","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pneud","Every new apartment building should have shaded parklike space for refreshment of its tenants","",""
"40","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pp8pk","Develop the Greenway so that the paved trail is continuous and reaches major parts of the city including the square, WKU, GM, and others.","",""
"41","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pk47i","The downtown parking garage has been an eyesore for years. It's embarrassing, so fix it!","",""
"42","shortlist","p5yca","WKU should consider building a parking structure at the Chestnut St lot.","pnspp","The Kentucky Career Center on Chestnut is a great resource to locate employment.","",""
"43","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pzaca","Bowling Green should spend less time redoing the same sidewalks over and over again and focus on the areas that actually need improvement.","",""
"44","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pqpib","With drug use being so prevalent in Warren county, better treatment options need to be offered.","",""
"45","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pbm45","We need to focus more on the existing housing in BG, including renovations and improvements.","",""
"46","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","padkd","We need urban planning to ensure that mixed use housing, shopping and new neighborhoods are created to make our community better","",""
"47","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","psbcj","I would like to see a sift in city planning and zoning to make BG a more walkable city with better sidewalk planning","",""
"48","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pjrdt","Improved businesses such as banks and groceries in lowest income areas","",""
"49","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p2hkv","Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.","",""
"50","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p6fag","We need to grow the internet infrastructure particularly in growing areas of the county like Alvaton.","",""
"51","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p7whc","BG needs to develop a marketing campaign to draw Warren Co and surrounding counties to downtown for eating, shopping, and entertainment.","",""
"52","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p5rtq","We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences","",""
"53","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pphh2","We should focus downtown development dollars on rehabilitation and reuse of buildings that can be done so, rather than building new.","",""
"54","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p3cst","We need more mixed-use developments so people live closely to all basic needs. Mix business and residential zones and increase walkability.","",""
"55","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","phsyb","Prevent the development of new housing areas, especially in farm land areas.","",""
"56","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p64wt","More affordable home ownership options.","",""
"57","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pgaj7","I would like to see a revitalization of older parts of Bowling Green, by giving home improvement grants to home owners. Approval process req","",""
"58","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p6twv","City Annexed areas need more city services for their tax $$.","",""
"59","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p389z","We should be incentivizing higher paying jobs coming to BG. Cost of living is outrunning wages and it's starting to be a problem.","",""
"60","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pif8h","BG needs to redevelop from WKU to the river and beyond. Model after Greenville SC","",""
"61","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","phfba","Bowling Green needs stricter code enforcement on property use and condition in some neighborhoods.","",""
"62","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p89sh","Build parking areas.","",""
"63","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pc7zk","City officials need to spread resources across city and not just focus on wealthy neighborhoods. Low-income areas of city are ignored.","",""
"64","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p4p8j","There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals","",""
"65","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pqaaf","Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.","",""
"66","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p4zjr","Bowling Green Government needs more perspective from Millennials. We need ideas for the future not outdated Boomer development ideas.","",""
"67","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p69et","The bypass area must be developed and utilized for new businesses and attractive structures. It is a neglected area that is losing business.","",""
"68","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pe3gy","New developments should not be approved unless roads and infrastructure capable of handling them are in place.","",""
"69","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pneud","Every new apartment building should have shaded parklike space for refreshment of its tenants","",""
"70","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pki7f","Bowling Green needs more access to affordable , healthy, local food sources.","",""
"71","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","puyc3","We need to renovate the run down businesses and store fronts, instead of building new places","",""
"72","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","ptuye","The population has out grown the infrastructure in bg/ warren county.","",""
"73","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pxra8","Downtown at the square and adjacent areas should be a pedestrian mall","",""
"74","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p792j","Fireworks use in residential areas is out of control with no police presence to enforce the already in place restrictions.","",""
"75","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","ptahe","The lack of leadership regarding adequate planning and zoning in BG is discouraging.","",""
"76","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pvdrx","We need to make it worthwhile for builders to create more quality affordable rental units for residents, rather than more luxury units.","",""
"77","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pcrhx","City/county leaders should be cautious of ""build it and they will come"" mentality for growth and development.","",""
"78","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","prqiv","We need to commit more resources to the North-Northeast ends of town. Blue collar people who help make Bowling Green what is. Too neglected.","",""
"79","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pqra3","Need a better way to work with tenants in the downtown district. Too many come and go because they lack business skills.","",""
"80","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","pjq68","More citizens need to be involved in the future development of BG. Too many developers who benefit financially are calling the shots.","",""
"81","shortlist","pptbv","We need mixed-use development in the most disadvantaged areas of BG.","p6u6a","Local government, for profit and non profits should work together on housing and economic equality","",""
"82","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pbm45","We need to focus more on the existing housing in BG, including renovations and improvements.","",""
"83","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pneud","Every new apartment building should have shaded parklike space for refreshment of its tenants","",""
"84","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p3bwu","The city should actually time stoplights correctly during rush hour to prevent complete gridlock","",""
"85","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pjbzz","Need to build wider access roads into the city!","",""
"86","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pmbwe","More roundabouts for intersections","",""
"87","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p7ms9","City/county parks should be focused on creating and maintain green places for residents to join.Avoid cement parking and adding buildings","",""
"88","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pwbe8","We need more incentives for individual and business solar power","",""
"89","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pbwev","Trick or treating should last longer after dark. Many decorations don't show til then. Also start later, parents can't get home in time!","",""
"90","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","ppwgk","We need to SHADE street lamps. This actually increases visibility, reduces glare, and saves energy/ money. Using LEDs would save money, too.","",""
"91","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p6jxh","Bowling Green should try to emulate Owensboro's Friday night programs downtown.","",""
"92","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pnfi5","install traffic cameras and enforce running of stop lights. more traffic enforcement means more $$$ for the city.","",""
"93","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pxg44","Bowling green needs to work in beautifying the city . More Boulvard like roads with planted flowers and reducing overhead utility clusters.","",""
"94","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pi9rk","Increase green spaces, especially near mall, to decrease congestion and improve ""green"" status","",""
"95","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pm8t7","Regulate the size & brightness of business signs.","",""
"96","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","padkd","We need urban planning to ensure that mixed use housing, shopping and new neighborhoods are created to make our community better","",""
"97","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","psbcj","I would like to see a sift in city planning and zoning to make BG a more walkable city with better sidewalk planning","",""
"98","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pxra8","Downtown at the square and adjacent areas should be a pedestrian mall","",""
"99","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p792j","Fireworks use in residential areas is out of control with no police presence to enforce the already in place restrictions.","",""
"100","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pqy6v","Footbridge from airport to across the street. Pilots running across the road.","",""
"101","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","phfba","Bowling Green needs stricter code enforcement on property use and condition in some neighborhoods.","",""
"102","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pv2mh","A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.","",""
"103","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p3y2u","Greenwood Mall parking lot could become a cooperative solar collection for itself and home surrounding","",""
"104","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p78cz","There should be an actual complaint filed by a neighbor before Code Enforcement writes a violation. Stop harassing hardworking citizens.","",""
"105","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","ppct5","Bowling Green should have basic zoning mandates in order to beautify decrepit buildings/gravel lawns/general trashiness.","",""
"106","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p4pb4","Every citizen should be within 1 mile of some shaded green space.","",""
"107","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pu42c","Better visibility on roads. Reflectors and better signage","",""
"108","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pd9yv","Noise ordinances should be enacted and enforced in the county as they are in the city.","",""
"109","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p5ku8","There needs to be a stoplight at the intersection of Shive Lane and Ken Bale Blvd to improve traffic flow. The backups there are awful.","",""
"110","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pts69","Funding and support should be given to the existing BG buses, to expand their service area and improve accessibility.","",""
"111","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pgvyh","Shade trees should be required plantings along all Greenways","",""
"112","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p87p6","Bowling Green should be become a carbon neutral city.","",""
"113","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p8ce7","Build and improve sidewalks in the area of Magnolia Street and 13th to Cabell Drive area for the heavy pedestrian traffic there.","",""
"114","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pbp7c","There are too many traffic lights in parts of Bowling Green (for instance, Scottsville Road).","",""
"115","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","prb59","Require new downtown developments to become LEED certified","",""
"116","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p2ya2","All new and existing single family housing should have at least one shade tree planting","",""
"117","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pjubs","All new and existing sidewalks should have shade trees","",""
"118","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p5hnk","Street lights should be required on residential streets in town. Too many dark corners.","",""
"119","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","p5at5","Downtown redevelopment should retain accessible parking for existing businesses.","",""
"120","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pu9z9","The travesty going up on Fairview Ave. should never have been allowed","",""
"121","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pgdsd","The city of Bowling Green should enforce their existing noise ordinance.","",""
"122","shortlist","pxjks","City and County should convert existing street lighting to Dark Sky Complaint Lights. #Nomoreorangeglow","pwra8","Doctors over-prescribing opioids should be sentenced at least as harshly as street dealers if not more harshly due to their knowledge.","",""
"123","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pt76e","Traffic congestion is a major problem, so studying traffic flow closely is the first step.","",""
"124","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pe54w","Work needs to be done on improving litter pick up and encouraging people dispose of their litter correctly.","",""
"125","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pqhex","Why has the Police stop enforcing parking regulations? Park any way any direction. Is it time for a separate Traffic Enforcement Division?","",""
"126","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pu42c","Better visibility on roads. Reflectors and better signage","",""
"127","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pyyxz","Impact on traffic flow should be considered with any proposed new developments.","",""
"128","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pd9yv","Noise ordinances should be enacted and enforced in the county as they are in the city.","",""
"129","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pn9cj","Increase Internet/Cell/Phone service throughout the county. First deal with areas that currently don't have any option.","",""
"130","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","ptaiy","Many drivers fail to stop as traffic lights turn red. As many as 3 cars will travel through an intersection after light has changed to red.","",""
"131","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pgmpv","Something needs to be done to improve traffic flow","",""
"132","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","ps9dt","Police do a shameful job of enforcing traffic laws. more tickets = more compliance and more $$$$$.","",""
"133","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pnfi5","install traffic cameras and enforce running of stop lights. more traffic enforcement means more $$$ for the city.","",""
"134","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","phfba","Bowling Green needs stricter code enforcement on property use and condition in some neighborhoods.","",""
"135","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p49kb","Driving in this town very dangerous, Drivers Education classes should be required for all new drivers!!!","",""
"136","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pd3p9","Better parking around the square would draw in more college students who like to shop but can not find parking downtown.","",""
"137","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pv2mh","A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.","",""
"138","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pcu64","Traffic congestion on Fairview Ave and Cemetery Rd needs to be improved during evening rush hours.","",""
"139","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pek8y","people need to understand that a STOP sign means STOP, not just slow down and keep going.","",""
"140","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p3y3b","Build more roads!!! Traffic is terrible here for a small city.","",""
"141","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pqy6v","Footbridge from airport to across the street. Pilots running across the road.","",""
"142","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pr7y3","New developments should help pay to widen the roads in the areas where they are increasing traffic.","",""
"143","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pc7ap","BG needs to install traffic cameras that help police intersections like Gallatin, TN. This would reduce accidents, traffic flow and add $","",""
"144","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pczge","Busy roads like the by pass either need turn lanes or block left hand turns except at stop lights.","",""
"145","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pf7ei","Connect business parking lots to reduce unnecessary traffic on main roadways","",""
"146","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pbp7c","There are too many traffic lights in parts of Bowling Green (for instance, Scottsville Road).","",""
"147","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pq3ad","More parking downtown. There are too many reserved spaces which should be available in the evening.","",""
"148","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pqcdx","Bowling Green would be better if it didn't have the ""Good Ole Boy"" system among so many.","",""
"149","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","psik2","stronger enforcement of junk cars in yards and trashy looking yards in general","",""
"150","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pqr9z","Extra police, or parking enforcement unit should be on duty during events to maintain legal parking","",""
"151","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pav4r","There should be more officers observing intersections.","",""
"152","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pgpc7","Parking in apartment subdivisions should monitored closely by police. Parking on subdivision streets shouldn't be allowed.","",""
"153","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pps8y","Parking on both sides of the streets in apartment subdivisions should should not be allowed and police need to enforce the law.","",""
"154","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","phc7j","Parking lots should be monitored to prevent illegal parking in handicap spaces.","",""
"155","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p5hnk","Street lights should be required on residential streets in town. Too many dark corners.","",""
"156","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p8tq3","There is too much continuous road work going on downtown. They need to get it together.","",""
"157","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pgdsd","The city of Bowling Green should enforce their existing noise ordinance.","",""
"158","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p3bwu","The city should actually time stoplights correctly during rush hour to prevent complete gridlock","",""
"159","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","p8hra","Traffic flow needs to be improved throughout Bowling Green, especially on Scottsville Road.","",""
"160","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","peizm","Driver’s education needs to be more thorough and mandatory before 16 year olds are even allowed to drive home from the courthouse.","",""
"161","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pkeaq","Leash laws should be more strictly enforced in both the city and county","",""
"162","shortlist","pk7ki","Better enforcement of traffic violations. Too many running red lights, parking in fire lanes, cell phone usage while driving","pu33h","I see a lot of folks with expired tags on cars, both in state and out of state. Police need to enforce the laws and write more tickets.","",""
"163","shortlist","p8jmp","Bowling Green needs to enforce the separation of church and state and impose taxes on churches that politic from the pulpit","p7ms9","City/county parks should be focused on creating and maintain green places for residents to join.Avoid cement parking and adding buildings","",""
"164","shortlist","p8jmp","Bowling Green needs to enforce the separation of church and state and impose taxes on churches that politic from the pulpit","pfsk9","Allow parents that take their kids out of public schools to use that money in a private school.","",""
